                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     87,                 0.6184,                0.31933,                0.80154,                0.99554,                0.99182,                0.99495,                0.84291,                0.64861,                0.32087,                0.80869,               0.001486,               0.001486,               0.001486
                     88,                0.68899,                0.34868,                0.80125,                0.99526,                0.99182,                0.99495,                0.83962,                0.67323,                0.32947,                0.80784,               0.001387,               0.001387,               0.001387
                     89,                0.62619,                0.32349,                0.79345,                0.99566,                0.99182,                0.99495,                0.84774,                0.64359,                0.31689,                0.80633,               0.001288,               0.001288,               0.001288
                     90,                0.62651,                0.32814,                0.80011,                0.99386,                0.99356,                0.99495,                0.85214,                 0.6263,                 0.3185,                0.80567,               0.001189,               0.001189,               0.001189
                     91,                0.66541,                0.33701,                0.80276,                0.99538,                0.99125,                0.99494,                0.86144,                 0.5937,                0.30989,                0.80127,                0.00109,                0.00109,                0.00109
                     92,                0.62703,                0.32789,                0.79603,                 0.9964,                0.99075,                0.99495,                0.85861,                0.60015,                 0.3122,                0.79968,               0.000991,               0.000991,               0.000991
                     93,                0.65168,                0.33205,                0.80041,                0.99554,                 0.9908,                0.99495,                0.86141,                0.58645,                0.30419,                0.79941,               0.000892,               0.000892,               0.000892
                     94,                  0.623,                0.31994,                0.79641,                 0.9966,                0.98926,                0.99494,                0.86018,                0.60096,                0.30747,                0.79992,               0.000793,               0.000793,               0.000793
                     95,                0.62845,                 0.3208,                 0.7986,                0.99742,                0.98894,                0.99494,                0.86125,                0.59703,                0.30682,                0.79914,               0.000694,               0.000694,               0.000694
                     96,                0.63219,                 0.3237,                0.79958,                0.99691,                0.98892,                0.99495,                0.85951,                0.59901,                0.30574,                 0.7991,               0.000595,               0.000595,               0.000595
                     97,                0.61305,                0.31669,                0.79933,                0.99694,                0.98875,                0.99494,                0.86071,                 0.5973,                 0.3057,                0.79843,               0.000496,               0.000496,               0.000496
                     98,                0.62185,                0.31618,                0.79967,                0.99785,                0.98926,                0.99494,                0.85976,                0.59406,                0.30483,                0.79824,               0.000397,               0.000397,               0.000397
                     99,                0.63286,                0.32438,                0.79777,                0.99792,                0.98875,                0.99493,                   0.86,                0.59872,                0.30366,                0.79888,               0.000298,               0.000298,               0.000298
                    100,                0.60251,                0.31223,                0.79777,                0.99731,                0.98875,                0.99493,                 0.8584,                0.60057,                0.30463,                0.79921,               0.000199,               0.000199,               0.000199
